timestamp,epoch,train_box_loss,train_seg_loss,train_cls_loss,val_box_loss,val_seg_loss,val_cls_loss,metrics_mAP50_B,metrics_mAP50_95_B,map50_improvement_percent,map50_95_improvement_percent,lr_pg0
2025-07-29 04:20:16,1,0.46529,0.84602,1.16019,0.33339,0.62178,1.20922,0.9047,0.79371,3.1973262459078104,5.491832693151162,0.000189595
2025-07-29 04:30:06,2,0.43192,0.77288,1.01861,0.32343,0.59738,1.21871,0.90742,0.8027,3.5075912258888815,6.686691742314486,4.97481e-05
2025-07-29 04:39:46,3,0.41934,0.7484,0.9637,0.32179,0.59047,1.20439,0.90768,0.80852,3.537248907798841,7.460226744108775,4.89975e-05
